id,unique_id,tag,keyword,first_editor,last_editor,yomi,content
33,33,原生生物,トロロタラシ,koppacha,koppacha,とろろたらし,『ピクミン3』で登場した原生生物。クラゲのような半透明の身体と綿毛のついた頭部を持ち、常に空中を浮いている。 オオマンマン、コマンマンの近縁種と思われるが関連性については不明。 障害物が接近するとトロロと呼ばれる器官を体内から落下させ、障害物を絡み取って取り込もうとする。 ピクミンのみならずフルーツやペレットも取り込むことができ、最大容量はピクミン15匹分、フルーツ1個分、1ペレット5つ分に相当する。 捕食のためにピクミンを取り込んでいるわけではないらしく、オオマンマンなどと違って取り込まれたピクミンが死ぬことはない。 ストーリーモードでは“再開の花園”の洞窟内で出会い、倒すと中に取り込まれていた岩ピクミンを仲間にすることができる。 攻撃を受けると頻繁に振り払いをするため、捕食されないとはいえ見た目よりもダメージを与えにくく厄介な原生生物である。 岩ピクミンの打撃に弱く、岩ピクミンをすばやく10匹投げるとちょうど体力を削りきることができる。
34,34,アイテム・仕掛け,土のカベ,koppacha,koppacha,つちのかべ,ピクミンシリーズに登場する仕掛けの中でも、もっともオーソドックスな仕掛けのひとつ。 探査エリアの随所で行く手を阻んでおり、これを破壊することで探索範囲を拡大したり、 運搬ルートを短縮したりできる。 土のカベはバクダン岩を持たないピクミンであればどの色でも破壊することができ、 作業数が多いほど早く破壊することができる。ピクミンシリーズのゲーム性を支える重要な仕掛けである。 土のカベの耐久度は設置されている場所によってまちまちであり、大抵は重要な場所になるほどカベは硬くなる。 『ピクミン』『ピクミン2』では白い土のカベと黒い土のカベの二種類が存在し、 黒い土のカベの方が硬いという傾向を持っている。 極端な例として、“コンクリート迷路”の土のカベは白ピクミンの打撃1回で破壊できる。 『ピクミン3』ではデザインが一新され、耐久度にかかわらず白いタイプに統一されることになった。 また、『ピクミン3』の赤ピクミンのみ、この仕掛けの破壊速度が早いという特性が加わっている。 一方、岩ピクミンも破壊作業に参加できるが、突撃でしか作業できないためやや効率は悪い。 バクダン岩を使うと大抵1つで破壊することができる。このカベの存在はピクミンのみならず多くの原生生物にとっても活動範囲を縮小させる要因になっており、 未だに誰が何のために作っているのかは不明である。ボスの住処を守るように設置されていることが多いことから、 その縄張りのボスとなる存在が作っている可能性もあるが、推測の域を出ていない。
35,35,ピクミン,コッパチャッピー,koppacha,koppacha,こっぱちゃっぴー,『ピクミン2』で初登場したピクミンの一種。 ヤドリピクミンがデメマダラに寄生した姿のうち、単独で捕食活動を行わない個体を指す。 リーダーであるハチャッピーを倒して混乱しているところを笛で呼ぶと、隊列に加えることができる。 地上には一切登場せず、本編では地下世界である“辺境の洞窟”(3F、6F)、“水中の城”(1F～4F)、“百戦錬磨の穴”(8F)にしか出現しない。 チャレンジモードでは“グリーンホール”(1F)、“ひみつの花園”(1F)の2ステージで登場する。 また、ハチャッピー1匹につき通常10匹のコッパチャッピーが付いているが、 隊列のピクミンと合わせて100匹を超える場合は、超過した分は出現しない。 水、炎、電気、毒すべての属性攻撃に対する耐性を持っているため、ピクミンの中でも非常に扱いやすく、 作中では主に高難易度の地下における救済措置として登場している。 間欠泉に乗ることはできず、地上に連れて帰ることはできないが、ポンガシグサなどで他のピクミンに変換することで間欠泉に乗ることができるようになる。コッパチャッピーは単独での捕食活動を行わず、 ハチャッピーなどリーダーとなる存在に依存することで外敵から身を守っている。 ハチャッピー以外のリーダーにも付き従うが、 コッパチャッピー自身はオニヨンを持たず、本来運搬などをする必要が無いため、 何故他のピクミンと同じように行動するようになるのかは不明である。 また、コッパチャッピーはデメマダラの幼生であるベビーチャッピーよりも小さいにもかかわらず、 すでに斑紋などが現れており、その成長過程にもデメマダラ科としては不可解な点が多い。 ヤドリピクミンには宿主を突然変異させるホルモンを分泌する能力があるのかもしれない。
36,36,お宝,栄光の石,koppacha,koppacha,えいこうのいし,『ピクミン2』に登場するお宝のひとつ。 ファミリーコンピュータの十字ボタンである。 十字ボタンは左側に配置された上下左右4方向を入力できるキーで、 1982年にゲーム＆ウオッチ・マルチスクリーンシリーズに 当時アーケードで人気が高かった『ドンキーコング』を移植する際、横井軍平が考案したものである。 それまでのゲーム＆ウオッチシリーズでは本体左右にひとつずつゴム製のボタンを配置するものが主流だったが、 この十字ボタンの登場によってさらに多彩なゲーム性を実現できることとなった。 この外形はWii Uまでに至る任天堂発売のハードのほぼすべてで採用されたばかりでなく、 他社製ゲーム機にも類似したものが採用されており、今やゲームコンローラーのスタンダードとなっている。作中では通常二番目に入ることになる“けだものの穴”の1Fに落ちている。 フロアでピクミンを捕食する原生生物はウジンコ♂だけであり、 注意を怠らなければ無犠牲で素早く回収することも難しくはない。
37,37,お宝,勝負石,koppacha,koppacha,しょうぶいし,『ピクミン2』に登場するお宝のひとつ。麻雀における麻雀牌の一種、“七筒 (チーピン)”である。 七筒は中張牌のひとつに数えられ、タンヤオ、ピンフを初めとする一飜役の多くに用いることができるため、 低めの役による複合で高得点を狙える可能性を秘める重要な牌である。 早めに和了する際にもピンフの構成牌として使える有用性がある一方、 他家も近辺の牌を集めている場合が多いため、 局の終盤になって闇雲に七筒を打牌すると振り込んでしまう可能性も(五筒ほどではないが)高い。 多くの役割を担うことのできる柔軟性を持つ一方、いざという時に扱いに困る牌であると言える。作中で登場する“けだものの穴”2Fはお宝の位置が固定されており、 “勝負石”は必ずほこらのような場所に隠れるように落ちている。 この時点では“おたからセンサープロトタイプ”はまだ回収していない場合が多く、 お宝センサーに頼ることができないため、うっかり見逃してしまわないように注意したい。
38,38,原生生物,オタマ,koppacha,koppacha,おたま,『ピクミン』で登場した原生生物。地味だが数少ないシリーズ皆勤賞の持ち主。 イモガエルの幼生であり、普段は湖などの目立たない場所でひっそりと生活している。 攻撃行動を取れないため天敵が多く、青ピクミンもそのうちの一種である。 非常に臆病であり、飛び跳ねて逃げるうちに陸に上がってしまうこともある。 陸に上がるとピチピチと跳ねて水場に戻ろうとする。 イモガエルのジャンプ行動は、オタマを天敵から近づけさせないための威嚇であると言われている。
39,39,フィールド,始まりの森,koppacha,koppacha,はじまりのもり,『ピクミン3』において、アルフが不時着するエリア。1日目の後半にプレイすることになるエリアであり、 この場所で赤ピクミンと出会うところからゲームが本格的に始まっていく。 “始まりの森”という名前はアルフが付けたものと推測される。 亜熱帯気候の自然に富んだエリアであり、水棲生物も含めてあらゆる原生生物が活動している。 ここにしか登場しない原生生物・フルーツも多く、カクレバの数も11カ所と全エリアで最も多い。このエリアはいくつもの小さなエリアが複合したような外形となっており、巨大生物のみならず、 チャッピー、トビカブリ、トロロタラシなど中型原生生物も固有の縄張りを持ち住み着いている。地上に落ちている回収物は18個と、今のところシリーズ最多である。 中でも“カワスベール”、“シリソックリ”、“ヒトタマデラマンプク”はここにしか存在しない。 しばしば肉食系の鳥とも推測される鳴き声が聞こえるが、姿を現すことはない。 まどいの水源同様、ヒグラシなどの昆虫類も活発に活動しているようである。 ミッションモードでは“続・始まりの森”として、中央部分がアレンジされたステージを遊ぶことができる。ストーリーモードではGPAD回収、折れたパケシス回収、フルーツ回収と最低三回訪れる必要がある。
40,40,ピクミン,キノコピクミン,koppacha,koppacha,きのこぴくみん,『ピクミン』にのみ登場するピクミンの一種。 厳密には生物名ではなく、 赤・青・黄ピクミンのいずれかがボケナメコの胞子を浴びたときの状態を指す俗称である。 キノコピクミンになると花弁がキノコの傘のように変形し、身体全体が赤紫色を帯びるようになる。 キノコピクミンは一種の状態異常であり、通常のピクミンが行う運搬などの習性は見られず、 それどころか正常のピクミンやオリマーを敵と見なして襲ってくる。 正常のピクミンもキノコピクミンを敵と見ており、襲われると反撃する。 通常はどちらかが死ぬまで攻撃は止まない。 ボケナメコを倒すと正常化するため、 キノコピクミンはボケナメコの胞子によって操られていた状態であると推測することができる。
41,41,原生生物,ブタドックリ,koppacha,koppacha,ぶたどっくり,『ピクミン』で登場した原生生物。シリーズ皆勤。口吻から空気中で発火するリン化合物を吐き出して威嚇する。 この液体は体内での生成プロセスが複雑であるため、死骸が発火するといったことはないらしい。 基本的に火を吹くのみで捕食はしないため、火に強い赤ピクミンであれば放っておいても倒すことができ、 運搬必要数以上であれば自動で運搬してくれる。逆に、運搬して欲しくない場合は必要数以下で戦わせれば良い。 ただし、ブタドックリは攻撃を受けるとピクミンを前方に強く振り払うため、 ブタドックリの正面に水や他の原生生物など、 赤ピクミンにとって驚異となるものがあると自動処理はうまくいかないため、注意が必要である。 ブタドックリ科の食性が共通であることを仮定すると、 細長い口吻を地面に伸ばして草や虫を食べる雑食性動物であると考えられるが、 作中ではひたすらピクミンに威嚇するのみであり、食事行動などは見ることができない。 『ピクミン3』において若干重さが変わっている。
42,42,宇宙船パーツ,バウスプリット,koppacha,koppacha,ばうすぷりっと,『ピクミン』に登場するパーツのひとつ。 大水源のほぼ中央部を住処とするフタクチドックリ (成虫)が隠し持っている。 同じくフタクチドックリの住処にある放射線キャノピーと違ってフタクチドックリ自身がパーツを持っているため、 こちらは戦闘を避けることができない。 また、回収ルート上にもあらゆる仕掛けやクマチャッピーなどの原生生物が多く活動しているため、 大水源の中でも比較的回収は難しい部類に属する。 バウスプリットとは本来大型帆船の船首に突き出すように取り付けられる棒状のものを言うが、 この場合はドルフィン号の船首部分のパーツであることを示している。 バウスプリットの設計者はオリマー自身であり、 このことからオリマーがドルフィン号に並々ならぬ愛情を注いでいることがうかがい知れる。
43,43,お宝/フルーツ,ツラノカワ,koppacha,koppacha,つらのかわ,『ピクミン2』で初登場したお宝のひとつ。 楕円形でくぼみが見られることから、 オレンジではなくマンダリンオレンジの近縁種であるウンシュウミカンであると推測される。 『ピクミン2』では“始まりの洞窟”1Fに“かわきのエンブレム”と並んで落ちている。 ユキチャッピーが生息しているが倒すのは難しくなく、フロアマップも小さいため回収は容易である。 “かわきのエンブレム”かこのツラノカワがプレイヤーが最初に地下で回収することになるお宝になるだろう。 “始まりの洞窟”では最もピクミンを必要とするお宝であるため、 “始まりの洞窟”で全回収を前提として潜る場合、 回収必要数下限である15匹は必ず連れていかなければならない (二周目に回収するなどの事情ですでに紫ピクミンがいる場合はこの限りでない)。『ピクミン3』にも回収対象物として4カ所に登場する。 かなり軽くなっており、そのステータスは“トキメキノミ”とまったく同じである。 ストーリーモードでは青ピクミンがいないと回収できない位置に置かれていることが多く、 埋まっているものも存在する。 ミッションモードでは“トキメキノミ”が頻繁に登場するのに対して、 ツラノカワはそれほど頻繁には登場しない。
44,44,原生生物,ヨロヒイモムカデ,koppacha,koppacha,よろひいもむかで,『ピクミン3』で登場した巨大生物の一種。 名称に“ヨロヒ”と付くがヘラクレスオオヨロヒグモとの関連性は見当たらない。 “再開の花園”の巨大な山を掘り出して作ったと思われるヨコ穴を住処としている。 住処に入ってきた生物を背後から近付いてキバで身動きを止め、長い舌を使って捕食しようとする。 全身をスイショウで覆われているため、 岩ピクミンの打撃でこのスイショウを壊さなければ一切のダメージを与えることができない。 ただし、スイショウの下にある皮膚は全身が柔らかく打撃に弱い。 スイショウを破壊されると必ずカベにしばらく張り付く行動を取るので、 まず尻尾のスイショウを破壊してから、 静止状態を狙って赤ピクミンを突撃させることで大ダメージを与えることができる。ストーリーモードでは“いにしえのパケシス”を飲み込んでいたため、 体内から発信されていた電波の発信源を頼りに探索していたコッパイ星人と対峙することになる。 ヨロヒイモムカデを倒すと“いにしえのパケシス”の他に“イカツタツボックリ”を吐き出す。
45,45,ピクミン,オニヨン,koppacha,koppacha,おによん,ピクミンの母体となる生物である。タマネギのような球状の本体に、大きな花と収納可能な三脚を持っている。 オニヨンという名前は、ホコタテ星に存在する野菜“オニヨンタマネギ”に似ていることに由来する。 光合成をする植物であり、光のない場所では活動停止状態になる。オニヨンは朝が来ると地上に降り立ち、三脚で自立して獲物となるものを吸い込む準備をする。 ピクミンがオニヨン本体の真下に獲物となるペレットや原生生物を運ぶことでオニヨンがそれを吸い込み、 ピクミンの種として還元する。 また、夜になると凶暴化する原生生物の脅威から逃れるために空中に避難する。 頭部の花の部分は種を出す機能を持つとともにプロペラの機能も持ち合わせており、 これを回すことで空中に浮かぶことができる。ピクミンはオニヨンとセットで初めて生物としての活動が成り立つ動物であり、 オニヨンがなくては生きていくことができない。 ただし、地下においては必ずしもそうであるとは限らず、 白ピクミン、紫ピクミン、ヤドリピクミンに関しては未だにオニヨンの存在が確認されていない。 　『ピクミン3』では大幅にデザインが変更され、 オニヨン同士が合体し、中に複数色のピクミンが共同で生活できるようになった。 また、『ピクミン』のエンディングでは、現在確認されているピクミン以外の色のオニヨンが多数見られ、 PNF-404にはまだ見ぬピクミンが多数存在することが推測されている。
46,46,その他,ピクミンパズルカードe+,koppacha,koppacha,ぴくみんぱずるかーどいー,『ピクミン2』に対応するコレクションカード商品群。 2004年04月29日に第一弾が、同年07月29日に第二弾が発売された。 1パック5枚入り200円(税込)で赤・青・黄パックそれぞれ4種類のパックが存在し、 パックの中身はランダムではなく常に同一のものになっている。 通常カード全60種に加え、《オリマー》《ルーイ》《社長》 《コガネモチ》《ツブラメケメクジ》《ショイグモ》《オタマ》 《ポンガシグサ》《ムラサキポンガシグサ》《シロポンガシグサ》《ポポガシグサ》《10ペレット草》 の12種類の限定カードが存在する。限定カードはいずれも雑誌付録等で入手できる非売品である。カードは各種原生生物の詳しいプロフィールが記載され、 カードを揃えることで『ピクミン2』を起動しなくても生物図鑑に書かれている内容を確認することができる。 文章は概ねゲーム内の“オリマーメモ”と同一であるが、一部カード独自の文章が書かれているものも存在する。 カードeリーダー+に対応しており、『ピクミン2』のデータを読み込んだゲームボーイアドバンス本体にコードを読み込ませると、 “ひっこぬきピクミン”(赤パック)、“つなげてピクミン”(青パック)、 “てくてくピクミン”(黄パック)といった、ピクミンにちなんだ三種類のパズルゲームを遊ぶことができる。 パズルの難易度はカード右下のパズル番号が大きくなるほど高くなっていく。 一枚のカードで遊べるゲームは通常一種類だが、限定カードの中には三種類すべてのゲームが遊べるカードも存在する。アメノツユクサを除く植物以外のすべての原生生物がカード化されている。 カードには整理番号が振られおり、No.57は欠番でありNo.46が二種類、No.00が三種類ある。整理番号の振られていないカードも三種類ある。 また、No.04《アカコチャッピー》のオリマーメモにはアカチャッピーを“オオベニデメマダラ”と記載した誤植がある。 整理番号上の最後の原生生物はNo.66《ミヤビフタクチ》となっている。 現在は通常カードのすべてが販売終了していることもあり、72種類すべてのコンプリートは難しい。
47,47,お宝,コズミック・アーカイブ,koppacha,koppacha,こずみっくあーかいぶ,『ピクミン2』に登場するお宝のひとつ。 任天堂が1986年に発売したディスクシステムのディスクカード(黄色)であり、 タイトルラベルには“謎の村雨城”と書かれている。 『謎の村雨城』は1986年04月14日に発売されたディスクシステム専用タイトルであり、 ファーストパーティのタイトルとしては、本体同時発売の『ゼルダの伝説』に少し遅れる形で登場した2本目のタイトルである。 プレイヤーは金色に輝く謎の物体を解き明かすために派遣された剣士・鷹丸を操作して村雨城への潜入を目指す。 『ゼルダの伝説』と同じく俯瞰視点タイプの画面切り替え型アクションゲームであり、 あちらがアイテムによる強化などが豊富なアドベンチャー志向の強いゲームであるのに対して、 こちらは比較的アクション要素が重視されたゲームである。 なお、ラストボスが金色の物体であり“謎の生命体”と呼ばれているという設定は『ピクミン3』と共通している。『ピクミン2』の作中では“けだものの穴”2Fの最奥に落ちている。同フロアに落ちている“勝負石”と違って隠れているわけではないが、 必ず運搬ルートに間欠炎があるため赤ピクミンのみで運搬した方が良い。
48,48,原生生物,エレキムシ,koppacha,koppacha,えれきむし,『ピクミン2』にのみ登場する原生生物。地上には登場せず、地下にのみ生息する。 雑食か草食であるかは不明であるが、ピクミンを捕食しないことから、より小さい昆虫類やコケ類を食べているものと思われる。 また、通常の捕食活動で蓄積するグルコースの他に、 体毛の摩擦と筋肉によって作り出した電気もエネルギー源にすることができる珍しい昆虫である。 蓄電した電気は臨界時に他の個体に渡すことでお互いに効率良くエネルギーを確保しているようだ。 そのため、エレキムシは群れで見かけることが多い。エレキムシの甲羅は強固にできておりピクミンはダメージを与えることができないが、 背中に当てることでひっくり返すことができ、ひっくり返っている間にお腹にダメージを与えることができる。 放電中でなければ黄ピクミン以外でもひっくり返すことができる。 ピクミンを捕食しない上に、二体以上が一定距離内にいないと放電することはないため、 黄ピクミンしか連れていない場合やエレキムシが単独で行動している場合は無理に倒す必要はない。
49,49,原生生物,クイーンチャッピー,koppacha,koppacha,くいーんちゃっぴー,『ピクミン2』に登場する原生生物。 “けだものの穴”(5F)、“辺境の洞窟”(8F)、“百戦錬磨の穴”(11F)、チャレンジモード“デメマダラの巣窟”(4F)に出現する。 作中のボスとしては唯一複数回地下の最深部に登場する原生生物である。 デメマダラはその生息領域の中でもっとも大きいメスを中心とする社会を形成する性質があり、 中心となるメスは卵嚢が肥大化してベビーチャッピーを大量に生むことができるようになる。 この状態のデメマダラがクイーンチャッピーであり、いわばデメマダラの発生源である。 デメマダラ自体は巣を作る習性もなく地上に広く分布している生物だが、クイーンチャッピーは今のところ地上での生息は確認されていない。“けだものの穴”のクイーンチャッピーはベビーチャッピーを生まずただ転がるだけであるが、 その他のクイーンチャッピーは常にベビーチャッピーを産み落としているため、 背後から戦おうとすると生まれたてのベビーチャッピーとも戦わなければならなくなる。 ただし、クイーンチャッピーの転がり攻撃はたいていの場合ベビーチャッピーを巻き込んでしまうため、正面から戦えばベビーチャッピーを気にする必要はない。
50,50,ピクミン,ポンガシグサ,koppacha,koppacha,ぽんがしぐさ,『ピクミン』で登場した原生生物。名前の由来は米菓子の一種であるポン菓子と思われる。 肉厚の葉を持った食虫植物の一種であり、 葉の中心にピクミンを投げ込むとピクミンを葉の色に応じた色のピクミンに変色させ、 タネとして吐き出す性質を持っている。 『ピクミン』ではベニポンガシグサ(赤)、ルリポンガシグサ(青)、キイロポンガシグサ(黄)が登場し、 『ピクミン2』ではそれに加えてムラサキポンガシグサ(紫)、シロポンガシグサ(白)が登場した。 『ピクミン3』においてもそれぞれ岩ピクミン、羽ピクミンに対応した黒色と桃色のポンガシグサが登場したが、 それぞれ固有の名称は付けられておらず、単に“ポンガシグサ”と呼ぶ。ゲームでは、主にピクミンを増やしにくいエリアにて隊列における各色のバランスを調整するために利用される。 その性質は微妙に異なり、変換できる数の上限は『ピクミン』では50匹、『ピクミン2』のムラサキポンガシグサとシロポンガシグサは5匹、 それ以外のポンガシグサは10匹となっている。『ピクミン3』では色にかかわらず5匹に統一された。 『ピクミン』『ピクミン3』ではラストボスと戦うエリアに全色分のポンガシグサが咲いている場所がある。 また、『ピクミン2』では地下にしか咲いておらず、特にキイロポンガシグサは“食神の台所”3Fにしか存在しない。その生物的特徴は奇怪な生物の多いPNF-404の生態系の中でも特に異質なものであり、 未だに何故ピクミンを花の色に変換するのか、あるいはどのようにして変換するのかといったことは解明されていない。 紫ピクミンなど一部の種はポンガシグサがなければ繁栄していけないため、ポンガシグサに依存した生態を持っていると言える。 ピクミンの発生源であるという説や、ピクミン科の亜種であるという説もあるが、真相は明らかになっていない。
51,51,お宝,機械じかけの夢,koppacha,koppacha,きかいじかけのゆめ,『ピクミン2』に登場するお宝のひとつ。 任天堂が1980年04月28日に発売した“ゲーム＆ウオッチ”シリーズの第一作『BALL』(型番AC-01)であり、 ニンテンドー3DSまでに至る任天堂携帯ゲーム機の原点とも言える作品である。 当時、ウルトラハンドのヒットを受けて開発部に所属していた横井軍平が、 新幹線の中で退屈そうに電卓をいじっているサラリーマンを見て、 「電卓サイズの小さなゲーム機を作れないか」と山内溥社長に何気なく話したことが商品開発のきっかけと言われる。『BALL』は2つのボタンでキャラクターの手を動かしてお手玉をする簡単なミニゲームである。 GAME Aはボール2つ、GAME Bはボール3つをお手玉し、その連続成功回数がハイスコアとして記録される。 後にゲーム＆ウオッチシリーズの常識となる「3ミス制」も『BALL』にはなく、 一度ミスすると即座にゲームオーバーというシビアなルールである。 後に発売された『MANHOLE』(MH-06)以降3作の“ゴールドシリーズ”と区別するために、 『BALL』『VERMIN』『FLAGMAN』『FIRE』『JUDGE』の最初期5作品を総称して“シルバーシリーズ”と呼ぶことがある。 三十周年の2010年春には、2009年度クラブニンテンドープラチナ会員特典として復刻版が製作された。『ピクミン2』においては“けだものの穴”4Fを住処とするアカチャッピーが隠し持っている。 アカチャッピーを倒してしまえば通常問題なく運搬できるが、タマゴムシの出現ポイントや間欠炎が運搬ルート周辺にあることも多いため、注意したい。 チャレンジモードでは“コレクタールーム”7Fと“秘密兵器実験場”1Fに登場する。 また、『ピクミン3』には、ミッションモードに“機械仕掛けのブルース”という名前の似たステージが存在する。
52,52,チャレンジモード,こてしらべの洞窟,koppacha,koppacha,こてしらべのどうくつ,"『ピクミン2』チャレンジモードにおいて、初めから遊べるステージのひとつ。 ステージタイトルにあるようにチャレンジモードの入門的位置付けにあるステージであり、1Fには原生生物が一切存在しない。 チャレンジモードにおいて頻繁に登場するお宝“あのカギ”“知られざる功”“レアメタルS”“レアメタルG”がすべて登場するため、 チャレンジモードの基本ルールに慣れつつ、その雰囲気に親しむのに最適なステージである。 “けだものの穴”4Fを再現した2Fではアカチャッピーも出現するため、戦闘の基本を身につけることもできる。 非常に狭く単調なステージであるため、運搬ルートについて悩むことはまずない。このように全体的に初心者向けという趣のステージだが、一定確率でタマゴムシが出現するステージでもあるため、 タマゴムシを狙い撃つテクニックを磨きたいチャレンジモード上級者にとっても良い練習になるステージであると言える。 ノーミス時全回収のスコアはタマゴムシ無しで34,920点(＋タイムボーナス)である。"
53,53,原生生物,ツブラメケメクジ,koppacha,koppacha,つぶらめけめくじ,『ピクミン2』で登場した中型原生生物。 貝殻を捨てて水辺で生活することを選んだ貝類から進化した種であるケメクジ科の中でも、ヒトハナケメクジの進化前にあたる。 ヒトハナケメクジの近縁種ではあるが幼生ではない。 巨大なつぼみのような器官を持っており、ここを攻撃されるとあっけなく死んでしまう。基本的には水辺に生息しているため青ピクミンで戦うことになるが、 背後に回ってつぼみのような器官に張り付かせることで青ピクミンでも容易に倒すことができる。 『ピクミン2』では“まどいの水源”の水源近くに生息しており、倒すと“アクアティック・マイン”を吐き出す。 『ピクミン3』では“再開の花園”と“交わりの渓流”に出現する。 “交わりの渓流”に生息するツブラメケメクジは“シャクシャクノミ”運搬ルート上を占有しているため、 安全に運搬するためには倒す必要がある。 倒したあとに残る死骸はピクミン3匹で運ぶことができるにも関わらず20匹以上を一気に増やすことができるため、 不足しているピクミンを補うのに適している。『ピクミン3』では新たに墨を吐く能力を手に入れたが、これによってピクミンが死ぬことはない。 また、つぼみ部分に張り付いたピクミンにこの墨が当たることもないため前作と同じく青ピクミン少数で容易に対処できる。
54,54,原生生物,オオバケカガミ,koppacha,koppacha,おおばけかがみ,『ピクミン3』で登場した巨大生物の一種。コカガミの成体である。 暗い洞窟を好むコウモリのような外見の雑食動物であり、エリア内でもっとも大きい個体がその活動領域に大量のタマゴを産んで支配している。 光の屈折を利用してあたかも透明のように見せかけ、外敵から身を守る能力を持っている。 強い光に非常に弱いため、日光下では活動できないものと思われる。探索1日目で“迷いの雪原”に不時着したチャーリーが遭遇した原生生物であり、 この際にチャーリーはオオバケカガミに飲み込まれてしまう。 アルフ・ブリトニー班はチャーリーから発せられる電波によってオオバケカガミの住処に辿り着き、 オオバケカガミを倒すことで隊員三人がすべて揃うようになる。『ピクミン3』では唯一の毒属性の持ち主である。 どの色のピクミンでもオオバケカガミの胞子を浴びるとパニック状態になり一定時間後に死んでしまうため、 その前に笛で呼んで正常に戻す必要がある。 また、飛翔中はピクミンを8匹以上貼り付けると落下させることができる。
55,55,原生生物,タマゴムシ,koppacha,koppacha,たまごむし,ピクミン2に登場する原生生物。重さ1価値1ポコ。ピクミンを殺傷する能力はなく出現すると数秒で土に潜って消えてしまう。一見なんの変哲もない原生生物であるがチャレンジモードにおいてはステージに点在するタマゴから20分の１の確率で10匹が出現し倒して運ぶと１匹につき20秒分のスコアが加算されるため決して無視できない存在である。チャレンジモードを10年以上もやり込まれ続けるようになった諸悪の原因ともゲーム性を崩壊させたスコアブレイカーとも言われある意味ではチャレンジモードの象徴的存在となっている。なお本編ではむしろ邪魔がられている。
56,56,チャレンジ用語,厳選,koppacha,koppacha,げんせん,タマゴムシが出るパターンや原生生物やマップなどの配置がより良いパターンが出るまでリスタートを繰り返す行為のこと。ピクミン2チャレンジモード「コンクリート迷路」のようにマップ厳選がものを言うステージもある。マップがランダム生成の『ピクミン2』ではよくあることだが他タイトルでもないわけではない。
57,57,本編用語,絶望の森,koppacha,koppacha,ぜつぼうのもり,『ピクミン』本編において２日目の「希望の森」を１日でクリアすることを目指すときに呼ばれる呼称。２日目はスタート時点で赤ピクミン20匹しかいない上に青ピクミンなしですべてのパーツを集めなければならない。真の理論値である６日クリア最後の関門とされる。2011年末に始めて１日クリアが達成された。
58,58,本編用語,初日ゼンメツ,koppacha,koppacha,しょにちぜんめつ,ピクミン2本編において１日目にOoBを用いてピクミンを全滅させることでいくつかのイベントをスキップするテクニック。2016年末に発見されRTAの時間短縮に大きく貢献した。最初に赤ピクミンを呼んだあと背後にある岩にぴったり背中を合わせてピクミンを投げるとピクミンが岩の中にめり込む。そのまま読んで岩の奥に誘導すると見えない落下ポイントに次々に落ちていき隊列をすべて落とすと即座に１日が終わる。そして２日目は何事もなかったかのように始まる。
59,59,本編用語,OoB,koppacha,koppacha,あうとおぶばうんど,Out of Boundsの略。本来は立ち入れないエリアに何らかの手段で侵入すること。びっくり菊を利用して高台に登るテクニックは「菊OoB」と呼ぶなど、しばしば利用手段を接頭辞に付ける。本編RTAではどのタイトルでも頻繁に使われている。最も著名なOoBはEARLY BLUESだろう。ピクミン1においては、クマチャッピーやサライムシを利用したOoBによってクロノスリアクターをポンガシクサを利用せずに回収する手法が開発されており、ピクミン1における8日クリアの有力な手段として利用された。
60,60,ピクチャレ大会,魔境化,koppacha,koppacha,まきょうか,ピクチャレ大会において１位と10位前後のスコア差がほとんどないランキングの状況を指す言葉。「たそがれの庭」がその代表格であり１秒を競い合うタマゴなしステージはいずれもゆくゆくは魔境化する運命にある。
61,61,ピクミン界隈,ピクミン廃人,koppacha,koppacha,ぴくみんはいじん,ピクミン界隈においてトップランカーを指す言葉。2018年現在はあまり使われておらず2011年に６日クリアを達成したこんこんピクミン氏や海鮮丼氏に対して尊敬を込めて使われた呼称である。略してピク廃。
62,62,チャレンジ用語,想定外,koppacha,koppacha,そうていがい,『ピクミン3』ミッションモードにおいて世界ランキンググラフの右端を超えたスコアを指す言葉。 ハイスコアを出した際にグラフの右端の値を超えたスコアを出すと「想定外」と表示されることからこう呼ばれる。 プラチナメダルよりもひとつ上のスコア指標と言えるがプラチナボーダー＝全回収であるためそれ以降のスコアはすべてタイムボーナスを積み重ねることになる。 想定外ボーダースコアには明確な基準がなくやりこめば比較的容易に超えることのできるステージから未だに世界記録を上回っているステージまでさまざまである。 同ステージの1Pモードと2Pモードでは同値が設定されているため概ね2Pモードの方が出しやすい。
63,63,本編用語,EARLY BLUES,koppacha,koppacha,あーりーぶるーす,『ピクミン2』において３日目に青ピクミンを仲間にするためのテクニック。「白い花園」付近のシーソーを使って場外に入りそのまま壁伝いに青ピクミンのいる池に行くことができる。2012年にこれが発見されたことで本編の最短攻略はそれまで理論値とされていた８日から７日に短縮された。
64,64,ピクミン界隈,うわ,koppacha,koppacha,うわ,ピクミン勢が2017年頃に使っていた独特の挨拶。「起きた」「帰宅」等の出没ツイートに対して（主に空リプで）使う。元々は「うわ（超上級者）が現れた」的なニュアンスで一部の人にだけ使われていたがいつの間にか誰に対しても使われるようになった。2018年以降はあまり使われていない。
65,65,ピクミン界隈,人権,koppacha,koppacha,じんけん,ピクミン勢として（あるいは人として）認められるための最低限の実績を指す。基本的に上級者たちが自虐自慢風に使う言葉。（ピクハラの項も参照）
